,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
F185,Pork stomach,Per 100 g,121,13.1,6.5,2.6,0.0,64,100,PH
F186,Pork tail,Per 100 g,477,15.4,46.1,0.0,0.0,75,100,PH
F187,Pork tenderloin,Per 100 g,237,16.7,18.9,0.0,0.0,57,100,PH
F188,Pork tongue,Per 100 g,241,14.8,20.2,0.1,0.0,93,100,PH
F189,Pork uterus,Per 100 g,77,15.4,1.7,0.0,0.0,128,100,PH
F190,"Pork, suckling, belly",Per 100 g,174,18.3,11.2,0.0,0.0,23,100,PH
F191,"Pork, suckling, blood",Per 100 g,56,11.5,0.0,2.6,0.0,-,100,PH
F192,"Pork, suckling, brain",Per 100 g,129,10.2,9.7,0.2,0.0,89,100,PH
F193,"Pork, suckling, heart",Per 100 g,125,16.3,6.6,0.0,0.0,101,100,PH
F194,"Pork, suckling, intestine, large",Per 100 g,87,9.1,2.5,6.9,0.0,42,100,PH
F195,"Pork, suckling, intestine, small",Per 100 g,61,12.5,0.9,0.6,0.0,101,100,PH
F196,"Pork, suckling, kidney",Per 100 g,95,15.9,3.4,0.3,0.0,121,100,PH
F197,"Pork, suckling, leg",Per 100 g,128,19.9,5.4,0.0,0.0,77,100,PH
F198,"Pork, suckling, liver",Per 100 g,116,16.0,2.8,6.6,0.0,82,100,PH
F199,"Pork, suckling, lung",Per 100 g,87,15.8,2.4,0.6,0.0,137,100,PH
F200,"Pork, suckling, spare rib",Per 100 g,168,17.0,11.1,0.0,0.0,42,100,PH
F201,"Pork, suckling, spleen",Per 100 g,105,15.6,4.2,1.3,0.0,84,100,PH
F202,"Pork, suckling, stomach",Per 100 g,95,14.3,4.2,0.0,0.0,54,100,PH
F203,Quail meat,Per 100 g,154,21.1,7.7,0.0,0.0,51,100,PH
F204,Rabbit liver,Per 100 g,111,15.4,2.5,6.6,-,-,100,PH
F205,Rabbit thigh,Per 100 g,94,18.6,2.2,0.0,0.0,41,100,PH
F206,Rabbit white meat,Per 100 g,94,18.2,2.4,0.0,0.0,41,100,PH
F207,Snipe lean meat,Per 100 g,113,21.0,3.2,0.0,0.0,43,100,PH
F208,Turkey breast,Per 100 g,100,24.1,0.4,0.0,0.0,115,100,PH
F209,Turkey liver,Per 100 g,124,19.2,3.9,2.9,0.0,147,100,PH
F210,Turkey thigh,Per 100 g,100,20.3,2.1,0.0,0.0,61,100,PH
F211,Venison rib,Per 100 g,89,21.9,0.1,0.0,0.0,45,100,PH
F212,Venison thigh,Per 100 g,89,21.9,0.2,0.0,0.0,45,100,PH
F213,Bacon,Per 100 g,603,11.1,58.3,8.4,0.0,969,100,PH
F214,"Beef chunk, cnd",Per 100 g,252,14.7,18.3,7.0,0.0,789,100,PH
F215,Beef jerky,Per 100 g,102,13.8,3.6,3.7,0.0,694,100,PH
F217,Beef spread,Per 100 g,227,14.6,14.5,9.6,0.2,767,100,PH
F218,"Beef, sweet cured",Per 100 g,80,18.1,0.8,0.0,0.0,715,100,PH
F219,Carabeef jerky,Per 100 g,220,51.7,1.5,0.0,0.0,1895,100,PH
F220,Chicken liver spread,Per 100 g,211,8.4,15.4,9.8,0.0,407,100,PH
F221,Chicken meat ball,Per 100 g,147,9.8,4.8,16.1,-,-,100,PH
F222,Chicken nugget,Per 100 g,220,15.5,11.2,14.3,1.2,520,100,PH
F223,"Sausage, chicken",Per 100 g,185,10.7,10.8,11.3,1.4,791,100,PH
F224,Chicken spread,Per 100 g,211,10.4,14.5,9.6,0.3,624,100,PH
F225,Corned beef loaf,Per 100 g,227,13.3,17.9,3.1,0.0,689,100,PH
F226,"Corned beef, cnd",Per 100 g,168,17.9,10.7,0.0,0.0,567,100,PH
F227,Embotido,Per 100 g,164,10.1,8.5,11.7,0.6,939,100,PH
F228,Ham,Per 100 g,421,16.4,39.5,0.0,0.0,1836,100,PH
F229,"Ham, chopped, cnd",Per 100 g,220,14.1,16.1,4.6,0.0,1250,100,PH
F230,"Ham, deviled spread",Per 100 g,254,13.8,18.9,7.2,0.0,1201,100,PH
F231,"Ham, pork, sweet, chopped",Per 100 g,117,10.7,4.4,8.7,1.2,1208,100,PH
F232,Hamburger patty,Per 100 g,319,10.8,20.1,23.8,2.7,128,100,PH
F233,"Liver pate, cnd",Per 100 g,232,14.5,17.5,4.0,0.0,600,100,PH
F234,Liver spread,Per 100 g,185,9.3,9.8,14.9,1.7,699,100,PH
F235,"Luncheon meat, cnd",Per 100 g,307,13.7,26.4,3.7,0.0,956,100,PH
F236,"Luncheon meat, deviled spread",Per 100 g,308,12.1,28.4,1.0,0.0,1302,100,PH
F237,"Luncheon meat, pork & ham",Per 100 g,321,13.6,28.6,2.3,0.0,1414,100,PH
F238,"Luncheon meat, pork, Chinese style",Per 100 g,296,10.7,25.0,7.1,0.0,902,100,PH
F240,Meat loaf,Per 100 g,161,9.7,7.7,13.1,1.2,725,100,PH
F241,"Pork crackling, internal organ",Per 100 g,373,37.8,24.6,0.0,0.0,324,100,PH
F242,"Pork crackling, skin",Per 100 g,591,65.6,36.5,0.0,0.0,472,100,PH
F243,Pork jerky,Per 100 g,277,15.8,19.2,10.2,0.0,1086,100,PH
F245,"Pork, sweet cured",Per 100 g,206,11.2,6.4,25.9,0.0,1037,100,PH
F246,"Pork, sweet cured, Pampanga",Per 100 g,223,10.1,13.8,14.7,0.0,916,100,PH
F247,"Potted meat spread, w/ cereal, cnd",Per 100 g,186,7.7,9.9,16.6,1.7,674,100,PH
F248,"Sausage, bologna",Per 100 g,165,10.1,11.7,4.9,0.0,598,100,PH
F249,"Sausage, chorizo",Per 100 g,440,29.6,33.2,5.8,0.0,1345,100,PH
F250,"Sausage, chorizo, Bilbao style",Per 100 g,436,18.0,40.3,0.2,0.0,1265,100,PH
F251,"Sausage, frankfurter",Per 100 g,208,13.3,15.1,4.8,2.0,899,100,PH
F252,"Sausage, ham",Per 100 g,160,14.1,10.3,2.8,1.2,1062,100,PH
F253,"Sausage, hotdog",Per 100 g,226,13.4,17.0,4.8,0.5,698,100,PH
F254,"Sausage, hotdog, smoked",Per 100 g,160,12.9,10.8,2.7,0.0,572,100,PH
F255,"Sausage, hotdog, w/ cheese",Per 100 g,245,11.7,18.1,8.8,3.0,1088,100,PH
F256,"Sausage, mortadella",Per 100 g,260,8.6,22.1,6.7,0.0,1037,100,PH
F257,"Sausage, pork",Per 100 g,315,11.8,22.7,15.8,0.9,714,100,PH
F258,"Sausage, pork & beef",Per 100 g,432,13.5,38.5,7.8,0.0,1055,100,PH
F259,"Sausage, pork, Chinese",Per 100 g,498,15.6,42.6,13.0,0.0,1001,100,PH
F260,"Sausage, salami",Per 100 g,244,16.2,18.7,2.7,0.0,1023,100,PH
F261,"Sausage, Vienna",Per 100 g,163,8.8,10.5,8.4,0.0,730,100,PH
F262,"Sausage, Vienna, tidbits",Per 100 g,127,8.3,6.6,8.5,0.0,614,100,PH
F263,Venison jerky,Per 100 g,323,62.8,8.0,0.0,0.0,2441,100,PH
F264,"Chicken blood, bbq",Per 100 g,91,16.0,1.7,2.8,0.0,456,100,PH
F265,"Chicken, whole, seasoned, roasted",Per 100 g,226,24.8,12.0,4.7,0.0,716,100,PH
F266,"Chicken, whole, seasoned, roasted, skin and visible fat removed",Per 100 g,162,26.2,5.4,2.2,0.0,677,100,PH
F267,"Pork, bbq",Per 100 g,408,21.5,29.8,13.5,0.0,340,100,PH
F268,"Pork back, seasoned, roasted, skin and visible fat removed",Per 100 g,177,31.2,4.9,2.0,0.0,174,100,PH
F269,"Pork belly, seasoned, roasted",Per 100 g,385,21.0,31.6,4.1,0.0,350,100,PH
F270,"Pork belly, seasoned, roasted, skin and visible fat removed",Per 100 g,299,24.0,22.6,0.0,0.0,364,100,PH
F271,"Pork skin, seasoned, roasted",Per 100 g,559,33.0,47.4,0.0,0.0,232,100,PH
F272,"Beef franks, raw",Per 100 g,205,13.9,16.1,1.0,1.9,842,100,PH
F273,"Sausage, pepperoni, raw",Per 100 g,237,12.8,18.6,4.6,2.3,1015,100,PH
G001,Abalone,Per 100 g,120,20.5,0.9,7.4,0.0,372,100,PH
G002,Abalone juice,Per 100 g,74,10.6,0.4,7.1,0.0,241,100,PH
G003,Amber fish,Per 100 g,81,18.1,0.9,0.0,0.0,31,100,PH
G004,Sinarapan,Per 100 g,64,13.3,1.2,0.0,0.0,66,100,PH
G005,"Anchovy, Indian (adult)",Per 100 g,85,20.9,0.1,0.1,0.0,163,100,PH
G006,"Anchovy, long-jawed, w/o head",Per 100 g,129,19.9,5.5,0.0,0.0,148,100,PH
G007,"Anchovy, long-jawed, whole",Per 100 g,69,14.1,1.4,0.0,0.0,120,100,PH
G008,"Barracuda, striped",Per 100 g,90,19.7,1.2,0.0,-,154,100,PH
G009,"Butterfly fish, threadfin",Per 100 g,85,19.8,0.6,0.0,-,-,100,PH
G010,"Fusilier, goldband",Per 100 g,128,21.5,4.7,0.0,0.0,74,100,PH
G011,Cardinal fish,Per 100 g,73,17.4,0.4,0.0,-,-,100,PH
G012,Carp,Per 100 g,185,17.8,12.6,0.0,0.0,102,100,PH
G013,"Catfish, freshwater",Per 100 g,80,18.7,0.6,0.0,0.0,63,100,PH
G014,"Catfish, saltwater",Per 100 g,86,18.2,1.5,0.0,0.0,98,100,PH
G015,"Cavalla, banded",Per 100 g,108,20.1,3.1,0.0,0.0,70,100,PH
G016,"Cavalla, banded, fried",Per 100 g,160,20.2,8.8,0.0,0.0,87,100,PH
G017,"Cavalla, banded, steamed",Per 100 g,67,11.2,2.5,0.0,0.0,42,100,PH
G018,"Clam, bilakong",Per 100 g,82,10.2,2.0,5.8,0.0,572,100,PH
G019,"Clam, freshwater, tulya",Per 100 g,95,7.6,1.9,11.8,0.0,34,100,PH
G020,"Clam, freshwater, tulya, boiled",Per 100 g,105,8.9,1.9,13.0,0.0,74,100,PH
G021,"Clam, halaan",Per 100 g,47,6.7,0.7,3.5,0.0,645,100,PH
G022,"Clam, halaan, boiled",Per 100 g,74,10.5,1.1,5.4,0.0,-,100,PH
G023,"Clam, imbao",Per 100 g,64,6.8,0.8,7.3,0.0,506,100,PH
G024,"Clam, imbao, boiled",Per 100 g,47,6.4,0.6,4.1,0.0,-,100,PH
G025,"Clam, kabibi",Per 100 g,62,9.0,1.6,3.0,0.0,921,100,PH
G026,"Clam, kanturi",Per 100 g,59,12.2,1.0,0.3,0.0,457,100,PH
G027,"Clam, lukan",Per 100 g,43,5.1,0.7,4.0,0.0,294,100,PH
G028,"Clam, rayed shell",Per 100 g,48,8.7,0.8,1.4,0.0,357,100,PH
G029,"Clam, razor shell",Per 100 g,41,8.0,0.4,1.4,0.0,329,100,PH
G030,"Clam, tongue",Per 100 g,98,12.4,3.4,4.4,0.0,612,100,PH
G031,"Clam, tongue, head, blanched",Per 100 g,79,5.9,2.0,9.4,0.0,-,100,PH
G032,"Clam, tongue, tail",Per 100 g,51,9.4,0.4,2.5,0.0,369,100,PH
G033,"Clam, venus",Per 100 g,138,12.8,2.0,17.3,0.0,961,100,PH
G034,"Clam, wedge shell/bean",Per 100 g,71,8.8,1.7,5.1,0.0,509,100,PH
G035,"Climbing perch, common",Per 100 g,71,17.4,0.2,0.0,0.0,56,100,PH
G036,"Crab, blue swimming, fat",Per 100 g,86,11.5,4.4,0.0,0.0,644,100,PH
G037,"Crab, blue swimming, w/o fat",Per 100 g,93,19.9,0.5,2.2,0.0,342,100,PH
G038,"Crab, blue swimming, w/o fat, boiled",Per 100 g,98,19.4,0.9,3.1,0.0,494,100,PH
G039,"Crab, mud/mangrove, fat",Per 100 g,188,26.0,5.6,8.5,0.0,1163,100,PH
G040,"Crab, mud/mangrove, w/o fat",Per 100 g,103,18.5,3.2,0.0,0.0,247,100,PH
G041,"Crab, mud/mangrove, w/o fat, boiled",Per 100 g,88,17.6,1.9,0.0,0.0,326,100,PH
G042,"Crab, shore",Per 100 g,122,13.8,3.8,8.1,0.0,453,100,PH
G043,"Crevalle, deep-bellied",Per 100 g,87,19.4,1.0,0.0,0.0,88,100,PH
G044,"Crevalle, even-bellied",Per 100 g,85,17.7,1.6,0.0,0.0,83,100,PH
G045,"Croaker, tigertooth",Per 100 g,89,19.1,1.4,0.0,0.0,62,100,PH
G046,"Croaker, plain",Per 100 g,80,19.1,0.4,0.0,0.0,110,100,PH
G047,"Croaker, smooth-scaled whiskered",Per 100 g,84,18.6,1.1,0.0,0.0,53,100,PH
G048,"Drepane, speckled",Per 100 g,80,16.8,1.4,0.0,0.0,88,100,PH
G049,"Eel, silver pike",Per 100 g,72,17.5,0.2,0.0,0.0,31,100,PH
G050,"Eel, swamp",Per 100 g,139,19.2,6.9,0.0,0.0,150,100,PH
G051,Fish roe,Per 100 g,123,17.3,5.6,0.9,0.0,120,100,PH
G052,"Flatfish/Brill, rough-scaled",Per 100 g,84,20.5,0.2,0.0,0.0,113,100,PH
G053,"Flatfish/Brill, smooth-scaled",Per 100 g,81,19.7,0.2,0.0,0.0,94,100,PH
G054,"Flatfish/Turbot, Indian",Per 100 g,94,23.0,0.2,0.0,0.0,116,100,PH
G055,"Flathead, Indian",Per 100 g,90,22.1,0.2,0.0,0.0,91,100,PH
G056,Flying fish,Per 100 g,86,21.0,0.2,0.0,0.0,85,100,PH
G057,"Garfish, common",Per 100 g,115,26.6,0.9,0.0,0.0,79,100,PH
G058,"Gizzard shad, short-finned",Per 100 g,78,18.6,0.4,0.0,0.0,98,100,PH
G059,"Goatfish, ochrebanded",Per 100 g,87,18.7,1.3,0.0,0.0,98,100,PH
G060,"Goby, flat-headed",Per 100 g,81,19.7,0.2,0.0,0.0,59,100,PH
G061,"Goby, long-tailed",Per 100 g,89,16.8,2.4,0.0,0.0,60,100,PH
G062,Gouramy,Per 100 g,91,16.9,2.6,0.0,0.0,19,100,PH
G063,"Grouper, whitespotted",Per 100 g,63,14.9,0.4,0.0,0.0,129,100,PH
G064,"Hair tail, largehead",Per 100 g,80,19.1,0.4,0.0,0.0,86,100,PH
G065,"Halfbeak, long billed",Per 100 g,88,19.2,1.2,0.0,0.0,-,100,PH
G066,Hard-tail,Per 100 g,96,21.4,1.2,0.0,0.0,102,100,PH
G067,"Herring, big-eyed",Per 100 g,96,22.2,0.8,0.0,0.0,64,100,PH
G068,"Herring, deep-bodied",Per 100 g,91,19.7,1.3,0.0,0.0,59,100,PH
G069,"Lizard fish, common",Per 100 g,75,18.2,0.2,0.0,0.0,70,100,PH
G070,"Mackerel, short-bodied",Per 100 g,108,21.6,2.4,0.0,0.0,172,100,PH
G071,"Mackerel, short-bodied, fried",Per 100 g,221,21.6,14.9,0.0,0.0,117,100,PH
G072,"Mackerel, Spanish",Per 100 g,80,17.6,1.1,0.0,0.0,49,100,PH
G073,"Mackerel, Indian",Per 100 g,118,21.8,3.4,0.0,0.0,49,100,PH
G074,Milkfish,Per 100 g,137,19.8,6.4,0.0,0.0,67,100,PH
G075,"Milkfish, broiled",Per 100 g,137,23.4,4.8,0.0,0.0,82,100,PH
G076,"Milkfish, fried",Per 100 g,188,23.6,10.4,0.0,0.0,106,100,PH
G077,"Mojarra, longfin",Per 100 g,77,18.9,0.2,0.0,0.0,48,100,PH
G078,"Mojarra, whipfin",Per 100 g,87,20.4,0.6,0.0,0.0,107,100,PH
G079,"Moonfish, spotted",Per 100 g,116,24.4,2.0,0.0,0.0,73,100,PH
G080,Moray,Per 100 g,116,20.1,4.0,0.0,0.0,41,100,PH
G081,"Mudfish/Murrel, striated",Per 100 g,99,21.2,1.6,0.0,0.0,88,100,PH
G082,"Mudfish/Murrel, striated, boiled",Per 100 g,95,22.8,0.4,0.0,0.0,95,100,PH
G083,"Mullet, black-finned",Per 100 g,113,19.3,4.0,0.0,0.0,68,100,PH
G084,"Mullet, large-scaled",Per 100 g,89,20.0,1.0,0.0,0.0,61,100,PH
G085,"Mussel, green",Per 100 g,166,13.6,7.5,11.1,0.0,528,100,PH
G086,"Mussel, green, boiled",Per 100 g,33,3.1,0.4,4.3,0.0,92,100,PH
G087,"Bream, doublewhip threadfin",Per 100 g,90,19.0,1.5,0.0,0.0,88,100,PH
G088,Octopus,Per 100 g,59,13.3,0.6,0.0,0.0,363,100,PH
G089,Oyster,Per 100 g,60,5.9,1.7,5.2,0.0,882,100,PH
G090,"Oyster, window pane, meat",Per 100 g,119,23.3,1.4,3.3,0.0,467,100,PH
G091,"Parrot fish, daisy",Per 100 g,84,20.0,0.4,0.0,0.0,103,100,PH
G092,"Threadfish, Indian",Per 100 g,89,20.5,0.8,0.0,0.0,65,100,PH
G093,"Silvergrunt, bluecheek",Per 100 g,83,19.2,0.7,0.0,0.0,56,100,PH
G094,"Pomfret, black",Per 100 g,93,18.8,2.0,0.0,0.0,98,100,PH
G095,"Bream, humpnose big-eye",Per 100 g,80,18.9,0.5,0.0,0.0,48,100,PH
G096,"Emperor, pink ear",Per 100 g,89,21.1,0.5,0.0,0.0,53,100,PH
G097,"Seabream, goldsilk",Per 100 g,77,19.0,0.1,0.0,0.0,48,100,PH
G098,Red snapper/Malabar,Per 100 g,64,15.6,0.2,0.0,0.0,79,100,PH
G099,"Runner, rainbow",Per 100 g,85,19.6,0.7,0.0,0.0,54,100,PH
G100,"Sardine, bombon",Per 100 g,114,19.3,4.1,0.0,0.0,65,100,PH
G101,"Sardine, fimbriated",Per 100 g,106,20.5,2.7,0.0,0.0,96,100,PH
G102,"Sardine, fimbriated, fry",Per 100 g,101,20.6,2.1,0.0,0.0,115,100,PH
G103,"Sardine, Indian",Per 100 g,120,19.5,4.7,0.0,0.0,68,100,PH
G104,"Scad, big-eye",Per 100 g,105,20.8,2.4,0.0,0.0,62,100,PH
G105,"Scad, round",Per 100 g,100,20.4,2.1,0.0,0.0,88,100,PH
G106,Sea bass,Per 100 g,75,17.8,0.4,0.0,0.0,69,100,PH
G107,"Sea catfish, smooth-headed",Per 100 g,89,21.3,0.4,0.0,0.0,106,100,PH
G108,Sea cucumber,Per 100 g,23,5.1,0.1,0.3,0.0,554,100,PH
G113,"Shrimp, banana prawn",Per 100 g,91,19.0,0.8,2.0,0.0,128,100,PH
G114,"Shrimp, banana prawn, boiled",Per 100 g,104,11.2,0.4,14.0,0.0,113,100,PH
G115,"Shrimp, freshwater",Per 100 g,93,19.4,1.7,0.0,0.0,235,100,PH
G116,"Shrimp, freshwater (small)",Per 100 g,98,20.2,1.9,0.0,0.0,21,100,PH
G117,"Shrimp, giant tiger prawn",Per 100 g,93,20.0,0.9,1.2,0.0,129,100,PH
G118,"Shrimp, giant tiger prawn, head",Per 100 g,74,11.9,2.2,1.6,0.0,101,100,PH
G119,"Shrimp, greasy back",Per 100 g,78,17.7,0.6,0.4,0.0,110,100,PH
G120,"Shrimp, greasy back, boiled",Per 100 g,84,18.2,0.4,1.9,0.0,94,100,PH
G121,"Shrimp, sergestid",Per 100 g,78,16.6,1.3,0.0,0.0,418,100,PH
G122,"Siganid, javan",Per 100 g,89,19.8,1.1,0.0,0.0,65,100,PH
G123,Silver-bar fish,Per 100 g,87,21.1,0.3,0.0,0.0,60,100,PH
G125,"Slipmouth, black-finned",Per 100 g,88,18.7,1.5,0.0,0.0,105,100,PH
G126,"Slipmouth, common",Per 100 g,91,18.2,2.0,0.0,0.0,162,100,PH
G127,"Snail, black",Per 100 g,79,12.2,0.4,6.6,0.0,84,100,PH
G128,"Snail, freshwater",Per 100 g,94,9.4,0.8,12.2,0.0,53,100,PH
G129,"Snail, golden",Per 100 g,74,12.8,0.6,4.3,0.0,69,100,PH
G130,Spadefish,Per 100 g,99,20.3,2.0,0.0,0.0,81,100,PH
G131,Squid,Per 100 g,71,15.6,1.0,0.0,0.0,143,100,PH
G132,"Squid, boiled",Per 100 g,80,17.4,1.2,0.0,0.0,40,100,PH
G133,"Sting ray, blue-spotted",Per 100 g,74,18.3,0.1,0.0,0.0,73,100,PH
G134,"Sting ray, honeycomb",Per 100 g,59,14.3,0.2,0.0,0.0,58,100,PH
G135,"Surgeonfish, blue-lined",Per 100 g,78,17.8,0.7,0.0,0.0,-,100,PH
G136,Swordfish,Per 100 g,113,19.2,4.0,0.0,0.0,75,100,PH
G137,Tarpon,Per 100 g,88,20.8,0.5,0.0,0.0,58,100,PH
G138,"Ten-pounder, Hawaiian",Per 100 g,77,18.8,0.2,0.0,0.0,53,100,PH
G139,"Therapon, convex-lined",Per 100 g,79,18.3,0.6,0.0,0.0,101,100,PH
G140,"Theraponid, silvery",Per 100 g,75,18.4,0.2,0.0,0.0,68,100,PH
G141,"Terapon, largescaled",Per 100 g,89,20.8,0.6,0.0,0.0,65,100,PH
G142,Threadfin fish,Per 100 g,81,18.4,0.8,0.0,0.0,26,100,PH
G143,"Threadfin, fourfinger",Per 100 g,73,17.9,0.1,0.0,0.0,24,100,PH
G144,"Threadfin, small-mouth",Per 100 g,81,19.7,0.2,0.0,0.0,26,100,PH
G145,Tilapia,Per 100 g,107,18.1,3.8,0.0,0.0,52,100,PH
G146,"Tuna, frigate",Per 100 g,119,24.0,2.6,0.0,0.0,73,100,PH
G147,"Tuna, yellow-fin",Per 100 g,107,23.6,1.4,0.0,0.0,95,100,PH
G148,"Whiting, common",Per 100 g,89,21.1,0.5,0.0,0.0,82,100,PH
G149,"Amber fish, dried",Per 100 g,275,57.2,5.1,0.0,0.0,8814,100,PH
G150,"Anchovy, long-jawed, dried",Per 100 g,318,69.0,4.7,0.0,0.0,-,100,PH
G151,"Anchovy, long-jawed, dried, ground",Per 100 g,351,82.0,2.6,0.0,0.0,-,100,PH
G152,"Fusilier, goldband, dried",Per 100 g,214,42.6,4.9,0.0,0.0,7353,100,PH
G153,"Catfish, freshwater, dried",Per 100 g,275,45.6,10.3,0.0,0.0,7799,100,PH
G154,"Catfish, saltwater, dried",Per 100 g,201,43.9,2.8,0.0,0.0,6807,100,PH
G155,"Cavalla, banded, dried",Per 100 g,218,44.2,4.6,0.0,0.0,6448,100,PH
G156,"Cod, dried",Per 100 g,218,51.8,1.2,0.0,0.0,6050,100,PH
G157,"Crab, mud/mangrove, meat, cnd",Per 100 g,102,23.5,0.8,0.3,0.0,743,100,PH
G158,"Crevalle, deep-bellied, dried",Per 100 g,288,43.6,12.6,0.0,0.0,6773,100,PH
G159,"Croaker, plain, dried",Per 100 g,201,41.9,3.7,0.0,0.0,7071,100,PH
G160,"Eel, swamp, dried",Per 100 g,238,47.4,5.4,0.0,0.0,7479,100,PH
G161,Fish ball,Per 100 g,121,8.6,0.5,20.6,0.0,898,100,PH
G162,"Fish ball, fried",Per 100 g,266,10.3,10.2,33.3,0.0,1723,100,PH
G163,"Fish preparation, quekiam",Per 100 g,129,4.2,2.1,23.4,-,-,100,PH
G164,"Flatfish/Brill, rough-scaled, dried",Per 100 g,266,54.7,1.4,8.7,0.0,8627,100,PH
G165,"Flatfish/Brill, rough-scaled, dried",Per 100 g,201,47.7,1.1,0.0,0.0,6387,100,PH
G166,"Gizzard shad, short-finned, dried",Per 100 g,149,26.0,5.0,0.0,0.0,5902,100,PH
G167,"Gizzard shad, short-finned, smoked",Per 100 g,130,26.6,2.6,0.0,0.0,1219,100,PH
G168,"Goby, flat-headed, dried",Per 100 g,187,44.8,0.9,0.0,0.0,7270,100,PH
G169,"Sinarapan, dried",Per 100 g,291,55.5,7.7,0.0,0.0,-,100,PH
G170,"Grouper, whitespotted, dried",Per 100 g,158,35.8,1.6,0.0,0.0,4584,100,PH
G171,"Hard-tail, dried",Per 100 g,219,48.7,2.7,0.0,0.0,6200,100,PH
G172,"Jellyfish, dried",Per 100 g,69,7.2,0.5,8.8,0.0,9629,100,PH
G173,"Lizard fish, common, dried",Per 100 g,178,41.5,1.3,0.0,0.0,7126,100,PH
G174,"Mackerel scad, in tomato sce, cnd",Per 100 g,147,13.4,9.4,2.2,0.2,212,100,PH
G175,"Mackerel, short-bodied, dried",Per 100 g,202,41.2,4.1,0.0,0.0,6840,100,PH
G176,"Mackerel, short-bodied, smoked",Per 100 g,139,29.8,2.2,0.0,0.0,544,100,PH
G177,"Mackerel, Spanish, dried",Per 100 g,184,41.0,2.2,0.0,0.0,6409,100,PH
G178,"Mackerel, Indian, dried",Per 100 g,193,41.0,3.2,0.0,0.0,6442,100,PH
G179,"Mackerel, Indian, in tomato sce",Per 100 g,105,16.5,4.1,0.0,0.1,186,100,PH
G180,"Milkfish, dried",Per 100 g,415,51.2,23.3,0.0,0.0,8616,100,PH
G181,"Milkfish, in natural oil, cnd",Per 100 g,108,16.6,4.5,0.3,0.0,266,100,PH
G182,"Milkfish, in spiced oil, cnd",Per 100 g,295,15.8,25.4,0.9,0.5,323,100,PH
G183,"Milkfish, smoked",Per 100 g,212,27.2,11.5,0.0,0.0,1446,100,PH
G184,"Mudfish/Murrel, striated, dried",Per 100 g,215,45.7,3.6,0.0,0.0,-,100,PH
G185,"Mullet, black-finned, dried",Per 100 g,189,31.3,7.1,0.0,0.0,6001,100,PH
G186,"Mullet, large-scaled, dried",Per 100 g,199,45.4,1.9,0.0,0.0,7104,100,PH
G187,"Bream, doublewhip threadfin, dried",Per 100 g,162,35.4,2.3,0.0,0.0,6531,100,PH
G188,"Oyster, dried",Per 100 g,355,46.0,7.9,24.9,0.0,802,100,PH
G189,"Parrot fish, daisy, dried",Per 100 g,242,59.2,0.6,0.0,0.0,8616,100,PH
G190,"Emperor, pink ear, dried",Per 100 g,181,43.3,0.9,0.0,0.0,6630,100,PH
G191,"Seabream, goldsilk, dried",Per 100 g,193,40.1,3.6,0.0,0.0,6575,100,PH
G192,"Red snapper/Malabar, dried",Per 100 g,204,45.0,2.7,0.0,0.0,7468,100,PH
G193,"Runner, rainbow, in oil, cnd",Per 100 g,192,20.4,8.2,9.0,0.0,444,100,PH
G194,"Sardine, bombon, dried",Per 100 g,157,26.2,5.8,0.0,0.0,207,100,PH
G195,"Sardine, bombon, smoked",Per 100 g,155,31.0,3.4,0.0,0.0,1453,100,PH
G196,"Sardine, fimbriated, fry, dried",Per 100 g,183,40.9,2.1,0.0,0.0,-,100,PH
G197,"Sardine, fimbriated, fry, dried",Per 100 g,343,57.3,12.6,0.0,0.0,-,100,PH
G198,"Sardine, fimbriated, smoked",Per 100 g,168,31.2,4.0,1.9,0.0,1443,100,PH
G199,"Sardine, Indian, dried",Per 100 g,160,37.4,1.1,0.0,0.0,-,100,PH
G200,"Sardine, Indian, dried",Per 100 g,215,43.0,4.8,0.0,0.0,-,100,PH
G201,"Sardine, Indian, smoked",Per 100 g,160,30.0,4.4,0.0,0.0,1348,100,PH
G202,"Sardines, in spiced oil, cnd",Per 100 g,438,19.8,39.9,0.0,0.7,432,100,PH
G203,"Sardines, in tomato sce, cnd",Per 100 g,88,9.7,4.3,2.7,0.4,311,100,PH
G204,"Sardines, smoked, cnd",Per 100 g,157,29.0,4.2,0.8,0.0,1112,100,PH
G205,"Scad, big-eye, dried",Per 100 g,175,39.8,1.7,0.0,0.0,6531,100,PH
G206,"Scad, big-eye, smoked",Per 100 g,134,25.5,3.6,0.0,0.0,1233,100,PH
G207,"Scad, round, dried",Per 100 g,199,41.1,3.8,0.0,0.0,6751,100,PH
G208,"Scad, round, smoked",Per 100 g,158,31.6,3.5,0.0,0.0,1478,100,PH
G209,"Sea bass, dried",Per 100 g,244,44.0,7.6,0.0,0.0,4869,100,PH
G210,"Shrimp, freshwater (small), dried",Per 100 g,246,23.1,2.3,33.2,0.0,3129,100,PH
G211,"Shrimp, sergestid, dried",Per 100 g,283,52.4,3.6,10.2,0.0,2900,100,PH
G212,"Shrimp, small marine, dried",Per 100 g,263,57.4,2.2,3.4,0.0,2774,100,PH
G213,"Siganid, javan, dried",Per 100 g,184,42.5,1.6,0.0,0.0,5814,100,PH
G215,"Slipmouth, common, dried",Per 100 g,185,36.0,4.5,0.0,0.0,6101,100,PH
