food_id|attribute|value1|value2
U39|Ash|2.85|g
U39|Calcium|43|mg
U39|Phosphorus|714|mg
U39|Sodium|77|mg
U39|Sugars, total|26.95|g
U38|thai_name|นมผึ้ง, สด|
U38|english_name|Royal jelly, fresh|
U38|scientific_name|-|
U38|base_weight|Per 100 g|
U38|Energy, by calculation|136|kcal
U38|Moisture|65.2|g
U38|Protein, total|14.60|g
U38|Fat, total|0.10|g
U38|Carbohydrate, available|19.10|g
U38|Ash|1.00|g
U38|Calcium|15|mg
U38|Phosphorus|264|mg
U38|Sodium|21|mg
U38|Sugars, total|12.40|g
U10|thai_name|มดแดง|
U10|english_name|Red ant|
U10|scientific_name|Oecophylla smaragdina|
U10|base_weight|Per 100 g|
U10|Energy, by calculation|111|kcal
U10|Moisture|74.0|g
U10|Protein, total|13.90|g
U10|Fat, total|3.50|g
U10|Carbohydrate, available|5.10|g
U10|Dietary fibre|1.8|g
U10|Ash|1.70|g
U10|Calcium|48|mg
U10|Phosphorus|206|mg
U10|Sodium|56|mg
U10|Potassium|222|mg
U10|Iron|5.70|mg
U10|Thiamin|0.24|mg
U10|Riboflavin|0.88|mg
U10|Niacin|3.40|mg
U34|thai_name|แมงป่อง|
U34|english_name|Scorpion|
U34|scientific_name|Appendicula floribunda|
U34|base_weight|Per 100 g|
U34|Energy, by calculation|128|kcal
U34|Moisture|69.5|g
U34|Protein, total|24.70|g
U34|Fat, total|2.15|g
U34|Carbohydrate, available|2.35|g
U34|Ash|1.30|g
U34|Calcium|51|mg
U34|Phosphorus|167|mg
U34|Sodium|157|mg
U34|Potassium|184|mg
U34|Iron|11.90|mg
U34|Thiamin|0.03|mg
U34|Riboflavin|0.44|mg
U34|Niacin|2.20|mg
U34|Fatty acids, total saturated|0.60|g
U34|Fatty acids, total monounsaturated|0.89|g
U34|Fatty acids, total polyunsaturated|0.43|g
U34|Fatty acids, total omega-3 polyunsaturated|0.05|g
U34|Fatty acids, total omega-6 polyunsaturated|0.32|g
U34|Cholesterol|97|mg
U11|thai_name|แมลงกระชอน|
U11|english_name|Mole cricket|
U11|scientific_name|Gryllotalpa africana|
U11|base_weight|Per 100 g|
U11|Energy, by calculation|130|kcal
U11|Moisture|71.2|g
U11|Protein, total|15.40|g
U11|Fat, total|6.30|g
U11|Carbohydrate, available|1.50|g
U11|Dietary fibre|2.9|g
U11|Ash|2.70|g
U11|Calcium|76|mg
U11|Phosphorus|200|mg
U11|Sodium|111|mg
U11|Potassium|157|mg
U11|Iron|22.94|mg
U11|Thiamin|0.12|mg
U11|Riboflavin|1.29|mg
U11|Niacin|2.62|mg
U13|thai_name|แมลงกินูน|
U13|english_name|June beetle|
U13|scientific_name|Anomala antigua|
U13|base_weight|Per 100 g|
U13|Energy, by calculation|85|kcal
U13|Moisture|75.1|g
U13|Protein, total|15.75|g
U13|Fat, total|1.60|g
U13|Dietary fibre|5.0|g
U13|Ash|3.20|g
U13|Calcium|23|mg
U13|Phosphorus|189|mg
U13|Sodium|258|mg
U13|Potassium|391|mg
U13|Iron|5.87|mg
U13|Thiamin|0.18|mg
U13|Riboflavin|0.94|mg
U13|Niacin|2.41|mg
U13|Fatty acids, total saturated|0.53|g
U13|Fatty acids, total monounsaturated|0.48|g
U13|Fatty acids, total polyunsaturated|0.51|g
U13|Fatty acids, total omega-3 polyunsaturated|0.06|g
U13|Fatty acids, total omega-6 polyunsaturated|0.43|g
U13|Cholesterol|56|mg
U12|thai_name|แมลงกุดจี่|
U12|english_name|Buffalo dung beetle|
U12|scientific_name|Onitis sp, Copris sp.|
U12|base_weight|Per 100 g|
U12|Energy, by calculation|124|kcal
U12|Moisture|68.4|g
U12|Protein, total|17.20|g
U12|Fat, total|4.30|g
U12|Carbohydrate, available|1.30|g
U12|Dietary fibre|5.9|g
U12|Ash|2.90|g
U12|Calcium|31|mg
U12|Phosphorus|158|mg
U12|Sodium|293|mg
U12|Potassium|288|mg
U12|Iron|7.70|mg
U12|Thiamin|0.19|mg
U12|Riboflavin|1.09|mg
U12|Niacin|3.40|mg
U14|thai_name|แมลงดานา|
U14|english_name|Giant water bug|
U14|scientific_name|Lethocerus indicus|
U14|base_weight|Per 100 g|
U14|Energy, by calculation|174|kcal
U14|Moisture|63.2|g
U14|Protein, total|19.80|g
U14|Fat, total|8.30|g
U14|Carbohydrate, available|2.80|g
U14|Dietary fibre|4.3|g
U14|Ash|1.60|g
U14|Calcium|44|mg
U14|Phosphorus|226|mg
U14|Sodium|84|mg
U14|Potassium|192|mg
U14|Iron|13.60|mg
U14|Thiamin|0.09|mg
U14|Riboflavin|1.50|mg
U14|Niacin|3.90|mg
U15|thai_name|แมลงตับเต่า|
U15|english_name|True water beetle|
U15|scientific_name|Cybister limbatus|
U15|base_weight|Per 100 g|
U15|Energy, by calculation|166|kcal
U15|Moisture|61.2|g
U15|Protein, total|21.00|g
U15|Fat, total|7.10|g
U15|Carbohydrate, available|1.30|g
U15|Dietary fibre|6.6|g
U15|Ash|2.80|g
U15|Calcium|37|mg
U15|Phosphorus|205|mg
U15|Sodium|62|mg
U15|Potassium|198|mg
U15|Iron|6.40|mg
U15|Thiamin|0.31|mg
U15|Riboflavin|3.51|mg
U15|Niacin|6.90|mg
U16|thai_name|รังนก, ในน้ำเชื่อม|
U16|english_name|Bird nest, in light syrup, beverage|
U16|scientific_name|-|
U16|base_weight|Per 100 g|
U16|Energy, by calculation|60|kcal
U16|Moisture|84.6|g
U16|Protein, total|0.40|g
U16|Fat, total|0.03|g
U16|Carbohydrate, available|14.37|g
U16|Dietary fibre|0.3|g
U16|Ash|0.30|g
U16|Calcium|28|mg
U16|Phosphorus|3|mg
U16|Sodium|60|mg
U16|Iron|0.08|mg
U16|Sugars, total|9.10|g
U21|thai_name|สาหร่ายเกลียวทอง, สด|
U21|english_name|Spirulina, fresh|
U21|scientific_name|Spirulina sp|
U21|base_weight|Per 100 g|
U21|Energy, by calculation|37|kcal
U21|Moisture|89.1|g
U21|Protein, total|7.54|g
U21|Fat, total|0.84|g
U21|Dietary fibre|4.1|g
U21|Ash|0.76|g
U21|Calcium|50|mg
U21|Phosphorus|86|mg
U21|Magnesium|29|mg
U21|Sodium|84|mg
U21|Potassium|122|mg
U21|Iron|3.90|mg
U21|Copper|0.04|mg
U21|Zinc|0.15|mg
U21|b-carotene|49,162|mcg
U21|Vitamin A; retinol activity equivalent|4,097|mcg
U21|Thiamin|0.33|mg
U21|Riboflavin|0.38|mg
U21|Niacin|0.95|mg
U20|thai_name|สาหร่ายเกลียวทอง, แห้ง|
U20|english_name|Spirulina, dried|
U20|scientific_name|Spirulina sp|
U20|base_weight|Per 100 g|
U20|Energy, by calculation|358|kcal
U20|Moisture|6.0|g
U20|Protein, total|63.39|g
U20|Fat, total|6.33|g
U20|Carbohydrate, available|6.77|g
U20|Dietary fibre|10.4|g
U20|Ash|7.05|g
U20|Calcium|280|mg
U20|Phosphorus|709|mg
U20|Magnesium|422|mg
U20|Sodium|654|mg
U20|Potassium|1,231|mg
U20|Iron|43.42|mg
U20|Copper|0.48|mg
U20|Zinc|1.68|mg
U20|b-carotene|21,926|mcg
U20|Vitamin A; retinol activity equivalent|1,827|mcg
U20|Thiamin|1.39|mg
U20|Riboflavin|1.92|mg
U20|Niacin|15.25|mg
U20|Sugars, total|3.10|g
U20|Fatty acids, total saturated|3.27|g
U20|Fatty acids, total monounsaturated|0.79|g
U20|Fatty acids, total polyunsaturated|1.90|g
U20|Fatty acids, total omega-3 polyunsaturated|0.02|g
U20|Fatty acids, total omega-6 polyunsaturated|1.87|g
U17|thai_name|หนอนไม้ไผ่, ดิบ|
U17|english_name|Bamboo caterpillar|
U17|scientific_name|Ompsisa fusidentalis|
U17|base_weight|Per 100 g|
U17|Total energy - by calculation|230|kcal
U17|Moisture|67.0|g
U17|Protein, total|9.20|g
U17|Fat, total|20.40|g
U17|Carbohydrate, total|2.50|g
U17|Ash|0.90|g
U17|Calcium|35|mg
U17|Phosphorus|128|mg
U17|Sodium|12|mg
U17|Potassium|115|mg
U17|Iron|1.48|mg
U17|Thiamin|0.10|mg
U17|Riboflavin|0.87|mg
U17|Niacin|0.74|mg
U17|Fatty acids, total saturated|9.51|g
U17|Fatty acids, total monounsaturated|9.15|g
U17|Fatty acids, total polyunsaturated|0.56|g
U17|Fatty acids, total omega-3 polyunsaturated|0.13|g
U17|Fatty acids, total omega-6 polyunsaturated|0.43|g
U17|Cholesterol|34|mg
U18|thai_name|หนอนไม้ไผ่, ทอด|
U18|english_name|Bamboo caterpillar, deep-fried|
U18|scientific_name|Ompsisa fusidentalis|
U18|base_weight|Per 100 g|
U18|Total energy - by calculation|644|kcal
U18|Moisture|4.5|g
U18|Protein, total|25.50|g
U18|Fat, total|55.30|g
U18|Carbohydrate, total|11.00|g
U18|Ash|3.70|g
U18|Calcium|41|mg
U18|Phosphorus|356|mg
U18|Sodium|609|mg
U18|Potassium|674|mg
U18|Iron|2.70|mg
Z060001|thai_name|มอลคิสท์ แครกเกอร์, มอลคิสท์|
Z060001|english_name|Cracker|
Z060001|scientific_name|พีที มาโยรา อินดาซ์ ทีบีเค ประเทศอินโดนีเซีย|
Z060001|base_weight|Serving|
Z060001|Total energy - by calculation|459|kcal
Z060001|Protein, total|7.41|g
Z060001|Fat, total|14.81|g
Z060001|Carbohydrate, total|74.07|g
Z060001|Dietary fibre|2.6|g
Z060001|Sodium|593|mg
Z060001|Iron|3.33|mg
Z060001|Thiamin|1.94|mg
Z060001|Riboflavin|1.26|mg
Z060001|Sugars, total|14.81|g
Z060001|Fatty acids, total saturated|7.41|g
Z060002|thai_name|มอลคิสท์ แครกเกอร์, มอลคิสท์|
Z060002|english_name|Cracker|
Z060002|scientific_name|พีที มาโยรา อินดาซ์ ทีบีเค ประเทศอินโดนีเซีย|
Z060002|base_weight|Serving|
Z060002|Total energy - by calculation|472|kcal
Z060002|Protein, total|8.33|g
Z060002|Fat, total|16.67|g
Z060002|Carbohydrate, total|72.22|g
Z060002|Dietary fibre|2.8|g
Z060002|Sodium|611|mg
Z060002|Iron|3.33|mg
Z060002|Thiamin|1.88|mg
Z060002|Riboflavin|1.42|mg
Z060002|Sugars, total|13.89|g
Z060002|Fatty acids, total saturated|6.94|g
Z060003|thai_name|โกลด์ฟิชเชดดา เบคสแน็ค แครกเกอร์, เปปเปอร์ริดจ์ฟาร์ม|
Z060003|english_name|Cracker, baked, cheddar cheese, fish shape|
Z060003|scientific_name|ประเทศสหรัฐอเมริกา / บริษัท เปปเปอร์ริดจ์ฟาร์ม จำกัด|
Z060003|base_weight|Serving|
Z060003|Total energy - by calculation|457|kcal
Z060003|Protein, total|10.00|g
Z060003|Fat, total|16.67|g
Z060003|Carbohydrate, total|66.67|g
Z060003|Sodium|633|mg
Z060003|Cholesterol|12|mg
Z060004|thai_name|มินิบัตเตอร์แครกเกอร์, ดอกบัว|
Z060004|english_name|Cracker, butter, mini|
Z060004|scientific_name|บริษัท ผลิตภัณฑ์อาหารศรีสยาม จำกัด|
Z060004|base_weight|Serving|
Z060004|Total energy - by calculation|550|kcal
Z060004|Protein, total|10.00|g
Z060004|Fat, total|30.00|g
Z060004|Carbohydrate, total|60.00|g
Z060004|Dietary fibre|2.3|g
Z060004|Calcium|53|mg
Z060004|Sodium|567|mg
Z060004|Riboflavin|0.11|mg
Z060004|Sugars, total|16.67|g
Z060004|Fatty acids, total saturated|20.00|g
Z060004|Cholesterol|12|mg
Z060005|thai_name|โรซี่ ชีส แครกเกอร์, อิมพิเรียล|
Z060005|english_name|Cracker, cheese|
Z060005|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060005|base_weight|Serving|
Z060005|Total energy - by calculation|490|kcal
Z060005|Protein, total|6.67|g
Z060005|Fat, total|23.33|g
Z060005|Carbohydrate, total|63.33|g
Z060005|Sodium|667|mg
Z060005|Sugars, total|6.67|g
Z060006|thai_name|แครกเกอร์ รสชีส, ไฮไท|
Z060006|english_name|Cracker, cheese|
Z060006|scientific_name|บริษัท แฟมิลี่ ฟู้ดส์ จำกัด ประเทศเกาหลี|
Z060006|base_weight|Serving|
Z060006|Total energy - by calculation|535|kcal
Z060006|Protein, total|8.16|g
Z060006|Fat, total|28.57|g
Z060006|Carbohydrate, total|61.22|g
Z060006|Sodium|388|mg
Z060006|Sugars, total|12.24|g
Z060007|thai_name|แครกเกอร์ผสมชีส, คาร์ส เม็ลท์|
Z060007|english_name|Cracker, cheese|
Z060007|scientific_name|ประเทศเนเธอร์แลนด์ ภายใต้การควบตุมของยูไนเต็ด บิสกิต|
Z060007|base_weight|Serving|
Z060007|Total energy - by calculation|490|kcal
Z060007|Protein, total|10.00|g
Z060007|Fat, total|23.33|g
Z060007|Carbohydrate, total|60.00|g
Z060007|Sodium|633|mg
Z060007|Sugars, total|6.67|g
Z060007|Cholesterol|12|mg
Z060008|thai_name|ชีส ริง แครกเกอร์ขนมอบกรอบรสชีส, โคโค่แลนด์|
Z060008|english_name|Cracker, cheese flavour, ring shape|
Z060008|scientific_name|มาเลเซีย|
Z060008|base_weight|Serving|
Z060008|Total energy - by calculation|508|kcal
Z060008|Protein, total|6.00|g
Z060008|Fat, total|28.00|g
Z060008|Carbohydrate, total|58.00|g
Z060008|Sodium|590|mg
Z060008|Sugars, total|11.00|g
Z060009|thai_name|แครกเกอร์รสชีสเคลือบคาราเมลผสมสาหาร่ายญี่ปุ่น (ซอง), บิ๊กซี|
Z060009|english_name|Cracker, cheese, caramel - seaweed coated|
Z060009|scientific_name|บริษัท สยามฟู้ดส์อินดัสทรี้ จำกัด|
Z060009|base_weight|Serving|
Z060009|Total energy - by calculation|490|kcal
Z060009|Protein, total|6.67|g
Z060009|Fat, total|23.33|g
Z060009|Carbohydrate, total|63.33|g
Z060009|Dietary fibre|2.3|g
Z060009|Sodium|733|mg
Z060009|Iron|2.00|mg
Z060009|Thiamin|0.30|mg
Z060009|Riboflavin|0.10|mg
Z060009|Sugars, total|16.67|g
Z060009|Fatty acids, total saturated|13.33|g
Z060010|thai_name|เมจิกแครกเกอร์สอดไส้ครีม รสชีส, JACK' n JILL|
Z060010|english_name|Cracker, cheese, cream filling|
Z060010|scientific_name|บริษัท ยูอาร์ซี (ประเทศไทย) จำกัด|
Z060010|base_weight|Serving|
Z060010|Total energy - by calculation|417|kcal
Z060010|Protein, total|6.67|g
Z060010|Fat, total|16.67|g
Z060010|Carbohydrate, total|60.00|g
Z060010|Dietary fibre|2.3|g
Z060010|Calcium|80|mg
Z060010|Sodium|633|mg
Z060010|Sugars, total|23.33|g
Z060010|Fatty acids, total saturated|15.00|g
Z060011|thai_name|ไวท์ เช็ดด้า แคร็กเกอร์ (ขนมแครกเกอร์รสชีส), ชีส-อิท|
Z060011|english_name|Cracker, cheese, white Chedda|
Z060011|scientific_name|ประเทศสหรัฐอเมริกา / ลิบเกอร์ คอมพานิ-คานซัล ซิตี เบเกอร์รี่|
Z060011|base_weight|Serving|
Z060011|Total energy - by calculation|520|kcal
Z060011|Protein, total|6.67|g
Z060011|Fat, total|26.67|g
Z060011|Carbohydrate, total|63.33|g
Z060011|Sodium|700|mg
Z060012|thai_name|ชีสแครกเกอร์ สอดไส้ครีมบัตเตอร์มิลค์, โฮมมี|
Z060012|english_name|Cracker, cheese, buttermilk cream filling|
Z060012|scientific_name|บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน)|
Z060012|base_weight|Serving|
Z060012|Total energy - by calculation|500|kcal
Z060012|Protein, total|6.67|g
Z060012|Fat, total|20.00|g
Z060012|Carbohydrate, total|73.33|g
Z060012|Sodium|467|mg
Z060012|Sugars, total|33.33|g
Z060013|thai_name|แครกเกอร์สอดไส้ครีม รสชีส, มายช้อยส์|
Z060013|english_name|Cracker, cheese, cream filling|
Z060013|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060013|base_weight|Serving|
Z060013|Total energy - by calculation|531|kcal
Z060013|Protein, total|5.56|g
Z060013|Fat, total|30.56|g
Z060013|Carbohydrate, total|58.33|g
Z060013|Dietary fibre|1.9|g
Z060013|Calcium|178|mg
Z060013|Sodium|611|mg
Z060013|Thiamin|0.25|mg
Z060013|Riboflavin|0.19|mg
Z060013|Sugars, total|11.11|g
Z060013|Fatty acids, total saturated|16.67|g
Z060014|thai_name|โรซี่ แครกเกอร์สอดไส้ครีม รสชีส, อิมพิเรียล|
Z060014|english_name|Cracker, cheese, cream filling|
Z060014|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060014|base_weight|Serving|
Z060014|Total energy - by calculation|557|kcal
Z060014|Protein, total|6.67|g
Z060014|Fat, total|36.67|g
Z060014|Carbohydrate, total|50.00|g
Z060014|Sodium|433|mg
Z060014|Sugars, total|10.00|g
Z060015|thai_name|โรซี่ แครกเกอร์สอดไส้ครีม รสช็อกโกแลต, อิมพิเรียล|
Z060015|english_name|Cracker, chocolate cream filling|
Z060015|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060015|base_weight|Serving|
Z060015|Total energy - by calculation|473|kcal
Z060015|Protein, total|6.67|g
Z060015|Fat, total|20.00|g
Z060015|Carbohydrate, total|66.67|g
Z060015|Sodium|533|mg
Z060015|Sugars, total|26.67|g
Z060016|thai_name|วอยซ์ รสครีมช็อกโกแลต, วอยซ์|
Z060016|english_name|Cracker, chocolate cream filling|
Z060016|scientific_name|บริษัท มอนเด นิชชิน (ประเทศไทย) จำกัด|
Z060016|base_weight|Serving|
Z060016|Total energy - by calculation|312|kcal
Z060016|Protein, total|9.38|g
Z060016|Carbohydrate, total|68.75|g
Z060016|Sodium|500|mg
Z060016|Sugars, total|18.75|g
Z060017|thai_name|แครกเกอร์เคลือบช็อกโกแลต สอดไส้ครีมรสช็อกโกแลต, วอยซ์ โอเวอร์โลด|
Z060017|english_name|Cracker, chocolate cream filling, chocolate coated|
Z060017|scientific_name|บริษัท มอนเด นิสชิน คอร์ปอเรชั่น ประเทศฟิลิปปินส์|
Z060017|base_weight|Serving|
Z060017|Total energy - by calculation|520|kcal
Z060017|Protein, total|8.00|g
Z060017|Fat, total|24.00|g
Z060017|Carbohydrate, total|68.00|g
Z060017|Sodium|260|mg
Z060017|Sugars, total|40.00|g
Z060018|thai_name|ฟันไบท์ ช็อกโกแลตแคร็กเกอร์ สอดไส้ช็อกโกแลต, JACK' n JILL|
Z060018|english_name|Cracker, chocolate, chocolate filling|
Z060018|scientific_name|บริษัท ยูอาร์ซี (ประเทศไทย) จำกัด|
Z060018|base_weight|Serving|
Z060018|Total energy - by calculation|463|kcal
Z060018|Protein, total|7.41|g
Z060018|Fat, total|18.52|g
Z060018|Carbohydrate, total|66.67|g
Z060018|Dietary fibre|2.6|g
Z060018|Calcium|178|mg
Z060018|Sodium|56|mg
Z060018|Iron|3.33|mg
Z060018|Thiamin|0.11|mg
Z060018|Riboflavin|0.38|mg
Z060018|Sugars, total|33.33|g
Z060018|Fatty acids, total saturated|9.26|g
Z060019|thai_name|แครกเกอร์ไส้ครีมรสโกโก้, ไวโอเลต|
Z060019|english_name|Cracker, cocoa cream filling|
Z060019|scientific_name|บริษัท เคซีจี คอร์ปอเรชั่น จำกัด|
Z060019|base_weight|Serving|
Z060019|Total energy - by calculation|509|kcal
Z060019|Protein, total|6.06|g
Z060019|Fat, total|24.24|g
Z060019|Carbohydrate, total|66.67|g
Z060019|Sodium|727|mg
Z060019|Sugars, total|21.21|g
Z060020|thai_name|แครกเกอร์สอดไส้ครีมกาแฟ, อิมพิเรียล|
Z060020|english_name|Cracker, coffee cream filling|
Z060020|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060020|base_weight|Serving|
Z060020|Total energy - by calculation|507|kcal
Z060020|Protein, total|3.33|g
Z060020|Fat, total|26.67|g
Z060020|Carbohydrate, total|63.33|g
Z060020|Sodium|467|mg
Z060020|Sugars, total|23.33|g
Z060021|thai_name|แครกเกอร์ไส้ครีมกาแฟ, บิ๊กซี|
Z060021|english_name|Cracker, coffee cream filling|
Z060021|scientific_name|บริษัท วาไรตี้ ฟู้ดส์ อินเตอร์เนชั่นแนล จำกัด|
Z060021|base_weight|Serving|
Z060021|Total energy - by calculation|497|kcal
Z060021|Protein, total|6.25|g
Z060021|Fat, total|21.88|g
Z060021|Carbohydrate, total|68.75|g
Z060021|Dietary fibre|2.2|g
Z060021|Calcium|50|mg
Z060021|Sodium|344|mg
Z060021|Thiamin|0.28|mg
Z060021|Sugars, total|31.25|g
Z060021|Fatty acids, total saturated|12.50|g
Z060022|thai_name|เบเกอร์ส ชอยส์ ครีมแครกเกอร์ส, อิมพิเรียล|
Z060022|english_name|Cracker, cream|
Z060022|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060022|base_weight|Serving|
Z060022|Total energy - by calculation|440|kcal
Z060022|Protein, total|10.00|g
Z060022|Fat, total|13.33|g
Z060022|Carbohydrate, total|70.00|g
Z060022|Dietary fibre|2.3|g
Z060022|Calcium|267|mg
Z060022|Sodium|433|mg
Z060022|Iron|15.00|mg
Z060022|Vitamin A; retinol activity equivalent|800|mcg
Z060022|Thiamin|3.50|mg
Z060022|Riboflavin|1.98|mg
Z060022|Vitamin C|60|mg
Z060022|Fatty acids, total saturated|6.67|g
Z060023|thai_name|แครกเกอร์สอดไส้ครีมชีส, อิมพิเรียล|
Z060023|english_name|Cracker, cream cheese filling|
Z060023|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060023|base_weight|Serving|
Z060023|Total energy - by calculation|507|kcal
Z060023|Protein, total|6.67|g
Z060023|Fat, total|26.67|g
Z060023|Carbohydrate, total|60.00|g
Z060023|Sodium|400|mg
Z060023|Sugars, total|10.00|g
Z060024|thai_name|ครีมแครกเกอร์ รสดั้งเดิม, Huntley & Palmers|
Z060024|english_name|Cracker, cream, original|
Z060024|scientific_name|บริษัท กริฟฟินส์ ฟู้ดส์ ประเทศนิวซีแลนด์|
Z060024|base_weight|Serving|
Z060024|Total energy - by calculation|440|kcal
Z060024|Protein, total|10.37|g
Z060024|Fat, total|13.70|g
Z060024|Carbohydrate, total|68.89|g
Z060024|Sodium|444|mg
Z060024|Sugars, total|2.59|g
Z060025|thai_name|แครกเกอร์สอดไส้ครีม กลิ่นนมข้นหวาน, ไวโอเลต|
Z060025|english_name|Cracker, creamy sweeten condensed milk flavoured filling|
Z060025|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060025|base_weight|Serving|
Z060025|Total energy - by calculation|503|kcal
Z060025|Protein, total|6.67|g
Z060025|Fat, total|23.33|g
Z060025|Carbohydrate, total|66.67|g
Z060025|Sodium|500|mg
Z060025|Sugars, total|23.33|g
Z060026|thai_name|แครกเกอร์ไส้ครีม กลิ่นวนิลลา, ไวโอเลต|
Z060026|english_name|Cracker, creamy vanilla flavoured filling|
Z060026|scientific_name|บริษัท เคซีจี คอร์ปอเรชั่น จำกัด|
Z060026|base_weight|Serving|
Z060026|Total energy - by calculation|520|kcal
Z060026|Protein, total|3.33|g
Z060026|Fat, total|26.67|g
Z060026|Carbohydrate, total|66.67|g
Z060026|Sodium|467|mg
Z060026|Sugars, total|26.67|g
Z060027|thai_name|แครกเกอร์สอดไส้ครีม 2 ชั้น รสช็อกโกแลต, วอยซ์|
Z060027|english_name|Cracker, double layer, chocolate cream filling|
Z060027|scientific_name|บริษัท มอนเด นิชชิน (ประเทศไทย) จำกัด|
Z060027|base_weight|Serving|
Z060027|Total energy - by calculation|481|kcal
Z060027|Protein, total|9.38|g
Z060027|Fat, total|18.75|g
Z060027|Carbohydrate, total|68.75|g
Z060027|Sodium|500|mg
Z060027|Sugars, total|18.75|g
Z060028|thai_name|แครกเกอร์สอดไส้ครีม 2 ชั้น กลิ่นครีมมี่บัตเตอร์, วอยซ์|
Z060028|english_name|Cracker, double layer, creamy butter flavoured filling|
Z060028|scientific_name|บริษัท มอนเด นิสชิน (ประเทศไทย) จำกัด|
Z060028|base_weight|Serving|
Z060028|Total energy - by calculation|520|kcal
Z060028|Protein, total|8.00|g
Z060028|Fat, total|24.00|g
Z060028|Carbohydrate, total|68.00|g
Z060028|Dietary fibre|2.8|g
Z060028|Sodium|600|mg
Z060028|Iron|1.02|mg
Z060028|Sugars, total|20.00|g
Z060028|Fatty acids, total saturated|14.00|g
Z060029|thai_name|แครกเกอร์สอดไส้ครีม 2 ชั้น กลิ่นครีมมี่บัตเตอร์, วอยซ์|
Z060029|english_name|Cracker, double layer, creamy butter flavoured filling|
Z060029|scientific_name|บริษัท มอนเด นิชชิน (ประเทศไทย) จำกัด|
Z060029|base_weight|Serving|
Z060029|Total energy - by calculation|484|kcal
Z060029|Protein, total|6.25|g
Z060029|Fat, total|21.88|g
Z060029|Carbohydrate, total|65.62|g
Z060029|Sodium|594|mg
Z060029|Sugars, total|21.88|g
Z060030|thai_name|แครกเกอร์สอดไส้ครีม 2 ชั้น กลิ่นครีมมี่บัตเตอร์, วอยซ์|
Z060030|english_name|Cracker, double layer, creamy butter flavoured filling|
Z060030|scientific_name|บริษัท มอนเด นิสซิน (ประเทศไทย) จำกัด|
Z060030|base_weight|Serving|
Z060030|Total energy - by calculation|484|kcal
Z060030|Protein, total|6.25|g
Z060030|Fat, total|21.88|g
Z060030|Carbohydrate, total|65.62|g
Z060030|Sodium|594|mg
Z060030|Sugars, total|21.88|g
Z060031|thai_name|แครกเกอร์สอดไส้ครีม 2 ชั้น กลิ่นสตรอเบอร์รี่, วอยซ์|
Z060031|english_name|Cracker, double layer, strawberry flavoured filling|
Z060031|scientific_name|บริษัท มอนเด นิสซิน (ประเทศไทย) จำกัด|
Z060031|base_weight|Serving|
Z060031|Total energy - by calculation|497|kcal
Z060031|Protein, total|6.25|g
Z060031|Fat, total|21.88|g
Z060031|Carbohydrate, total|68.75|g
Z060031|Sodium|594|mg
Z060031|Sugars, total|34.38|g
Z060032|thai_name|แครกเกอร์สอดไส้ครีม รสเลม่อน, มายช้อยส์|
Z060032|english_name|Cracker, lemon flavoured cream filling|
Z060032|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060032|base_weight|Serving|
Z060032|Total energy - by calculation|503|kcal
Z060032|Protein, total|5.56|g
Z060032|Fat, total|25.00|g
Z060032|Carbohydrate, total|63.89|g
Z060032|Dietary fibre|1.9|g
Z060032|Calcium|133|mg
Z060032|Sodium|389|mg
Z060032|Sugars, total|22.22|g
Z060032|Fatty acids, total saturated|16.67|g
Z060033|thai_name|แครกเกอร์สอดไส้ครีม รสมะนาว, ริทซ์|
Z060033|english_name|Cracker, lemon flavoured cream filling|
Z060033|scientific_name|ประเทศอินโดนีเซีย / PT. KRAFT INDONESIA|
Z060033|base_weight|Serving|
Z060033|Total energy - by calculation|515|kcal
Z060033|Protein, total|3.70|g
Z060033|Fat, total|25.93|g
Z060033|Carbohydrate, total|66.67|g
Z060033|Sodium|481|mg
Z060033|Sugars, total|22.22|g
Z060033|Fatty acids, total saturated|18.52|g
Z060034|thai_name|โรซี่ แครกเกอร์สอดไส้ครีม รสเลม่อน, อิมพิเรียล|
Z060034|english_name|Cracker, lemon flavoured cream filling|
Z060034|scientific_name|บริษัท อิมพีเรียลเยนเนอรัลฟูดส์อินดัสทรี จำกัด|
Z060034|base_weight|Serving|
Z060034|Total energy - by calculation|537|kcal
Z060034|Protein, total|3.33|g
Z060034|Fat, total|30.00|g
Z060034|Carbohydrate, total|63.33|g
Z060034|Sodium|317|mg
