food_id|attribute|value
GP095|base_weight|100 g
GP095|base_weight_edible|Edible weight 100 %
GP095|Air (Water)| : 45.7 g
GP095|Energi (Energy)| : 300 Kal
GP095|Protein (Protein)| : 14.5 g
GP095|Lemak (Fat)| : 20.0 g
GP095|Karbohidrat (CHO)| : 15.5 g
GP095|Serat (Fibre)| : 4.5 g
GP095|Abu (ASH)| : 4.3 g
GP095|Beta-Karoten (Carotenes)| : 8 mcg
GP095|Thiamin (Vit. B1)| : 0.63 mg
GP095|Riboflavin (Vit. B2)| : 0.04 mg
GP095|Vitamin C (Vit. C)| : 7 mg
GP094|food_name|Stir-fried milkfish
GP094|food_group|Fish and Other Seafood
GP094|food_type|Processed/Products
GP094|base_weight|100 g
GP094|base_weight_edible|Edible weight -
GP094|Air (Water)| : 70.5 g
GP094|Energi (Energy)| : 189 Kal
GP094|Protein (Protein)| : 11.3 g
GP094|Lemak (Fat)| : 15.7 g
GP094|Karbohidrat (CHO)| : 0.6 g
GP094|Abu (ASH)| : 1.9 g
GP094|Kalsium (Ca)| : 56 mg
GP094|Fosfor (P)| : 129 mg
GP094|Besi (Fe)| : 0.4 mg
GP094|Natrium (Na)| : 314 mg
GP094|Kalium (K)| : 280.0 mg
GP094|Tembaga (Cu)| : 0.10 mg
GP094|Seng (Zn)| : 0.7 mg
GP094|Retinol (Vit. A)| : 579 mcg
GP094|Thiamin (Vit. B1)| : 0.46 mg
GP094|Riboflavin (Vit. B2)| : 0.02 mg
DR089|food_name|Straw mushroom, fresh
DR089|food_group|Vegetables
DR089|food_type|Raw
DR089|base_weight|100 g
DR089|base_weight_edible|Edible weight 100 %
DR089|Air (Water)| : 91.5 g
DR089|Energi (Energy)| : 30 Kal
DR089|Protein (Protein)| : 3.5 g
DR089|Lemak (Fat)| : 0.2 g
DR089|Karbohidrat (CHO)| : 4.0 g
DR089|Serat (Fibre)| : 2.4 g
DR089|Abu (ASH)| : 0.8 g
DR089|Kalsium (Ca)| : 14 mg
DR089|Fosfor (P)| : 117 mg
DR089|Besi (Fe)| : 1.0 mg
DR089|Natrium (Na)| : 6 mg
DR089|Kalium (K)| : 300.0 mg
DR089|Tembaga (Cu)| : 0.30 mg
DR089|Seng (Zn)| : 0.8 mg
DR089|Beta-Karoten (Carotenes)| : 0 mcg
DR089|Karoten Total (Re)| : 0 mcg
DR089|Thiamin (Vit. B1)| : 0.02 mg
DR089|Riboflavin (Vit. B2)| : 0.20 mg
DR089|Niasin (Niacin)| : 0.5 mg
DR089|Vitamin C (Vit. C)| : 0 mg
GR006|food_name|Streaked spinefoot, fresh
GR006|food_group|Fish and Other Seafood
GR006|food_type|Raw
GR006|base_weight|100 g
GR006|base_weight_edible|Edible weight -
GR006|Air (Water)| : 73.7 g
GR006|Energi (Energy)| : 112 Kal
GR006|Protein (Protein)| : 20.0 g
GR006|Lemak (Fat)| : 1.3 g
GR006|Karbohidrat (CHO)| : 3.7 g
GR006|Serat (Fibre)| : 0.0 g
GR006|Abu (ASH)| : 1.3 g
GR006|Kalsium (Ca)| : 98 mg
GR006|Fosfor (P)| : 120 mg
GR006|Besi (Fe)| : 3.0 mg
GR006|Natrium (Na)| : 148 mg
GR006|Kalium (K)| : 258.7 mg
GR006|Tembaga (Cu)| : 0.00 mg
GR006|Seng (Zn)| : 0.1 mg
GR006|Retinol (Vit. A)| : 0 mcg
GR006|Beta-Karoten (Carotenes)| : 0 mcg
GR006|Karoten Total (Re)| : 0 mcg
GR006|Thiamin (Vit. B1)| : 0.07 mg
GR006|Riboflavin (Vit. B2)| : 0.00 mg
GR006|Niasin (Niacin)| : 0.3 mg
GR006|Vitamin C (Vit. C)| : 0 mg
ER108|food_name|Sugar apple, fresh
ER108|food_group|Fruits
ER108|food_type|Raw
ER108|base_weight|100 g
ER108|base_weight_edible|Edible weight 48 %
ER108|Air (Water)| : 83.4 g
ER108|Energi (Energy)| : 63 Kal
ER108|Protein (Protein)| : 1.1 g
ER108|Lemak (Fat)| : 0.5 g
ER108|Karbohidrat (CHO)| : 13.9 g
ER108|Serat (Fibre)| : 2.1 g
ER108|Abu (ASH)| : 1.1 g
ER108|Kalsium (Ca)| : 127 mg
ER108|Fosfor (P)| : 30 mg
ER108|Besi (Fe)| : 2.7 mg
ER108|Retinol (Vit. A)| : 0 mcg
ER108|Karoten Total (Re)| : 31 mcg
ER108|Thiamin (Vit. B1)| : 0.08 mg
ER108|Vitamin C (Vit. C)| : 28 mg
FP032|food_name|Sukabumi fried chicken, breast
FP032|food_group|Meat and Poultry
FP032|food_type|Processed/Products
FP032|base_weight|100 g
FP032|base_weight_edible|Edible weight 100 %
FP032|Air (Water)| : 49.8 g
FP032|Energi (Energy)| : 244 Kal
FP032|Protein (Protein)| : 36.7 g
FP032|Lemak (Fat)| : 9.2 g
FP032|Karbohidrat (CHO)| : 1.0 g
FP032|Serat (Fibre)| : 0.0 g
FP032|Abu (ASH)| : 3.4 g
FP032|Kalsium (Ca)| : 81 mg
FP032|Fosfor (P)| : 154 mg
FP032|Besi (Fe)| : 6.1 mg
FP032|Retinol (Vit. A)| : 20 mcg
FP032|Karoten Total (Re)| : 80 mcg
FP032|Thiamin (Vit. B1)| : 0.66 mg
FP032|Niasin (Niacin)| : 0.0 mg
FP033|food_name|Sukabumi fried chicken, thigh
FP033|food_group|Meat and Poultry
FP033|food_type|Processed/Products
FP033|base_weight|100 g
FP033|base_weight_edible|Edible weight 100 %
FP033|Air (Water)| : 46.0 g
FP033|Energi (Energy)| : 283 Kal
FP033|Protein (Protein)| : 35.7 g
FP033|Lemak (Fat)| : 14.3 g
FP033|Karbohidrat (CHO)| : 0.5 g
FP033|Serat (Fibre)| : 0.0 g
FP033|Abu (ASH)| : 3.6 g
FP033|Kalsium (Ca)| : 68 mg
FP033|Fosfor (P)| : 106 mg
FP033|Besi (Fe)| : 5.4 mg
FP033|Retinol (Vit. A)| : 11 mcg
FP033|Karoten Total (Re)| : 60 mcg
FP033|Thiamin (Vit. B1)| : 0.36 mg
FP033|Niasin (Niacin)| : 0.0 mg
FP085|food_name|Sukiyaki, dish
FP085|food_group|Meat and Poultry
FP085|food_type|Processed/Products
FP085|base_weight|100 g
FP085|base_weight_edible|Edible weight 100 %
FP085|Air (Water)| : 81.0 g
FP085|Energi (Energy)| : 75 Kal
FP085|Protein (Protein)| : 5.6 g
FP085|Lemak (Fat)| : 0.4 g
FP085|Karbohidrat (CHO)| : 12.2 g
FP085|Serat (Fibre)| : 0.2 g
FP085|Abu (ASH)| : 0.8 g
FP085|Kalsium (Ca)| : 109 mg
FP085|Fosfor (P)| : 59 mg
FP085|Besi (Fe)| : 0.5 mg
FP085|Natrium (Na)| : 426 mg
FP085|Retinol (Vit. A)| : 41 mcg
FP085|Karoten Total (Re)| : 1,200 mcg
FP085|Thiamin (Vit. B1)| : 0.37 mg
FP085|Vitamin C (Vit. C)| : 0 mg
AP108|food_name|Sunduk lawang
AP108|food_group|Cereals
AP108|food_type|Processed/Products
AP108|base_weight|100 g
AP108|base_weight_edible|Edible weight 100 %
AP108|Air (Water)| : 63.4 g
AP108|Energi (Energy)| : 181 Kal
AP108|Protein (Protein)| : 1.9 g
AP108|Lemak (Fat)| : 1.3 g
AP108|Karbohidrat (CHO)| : 32.4 g
AP108|Abu (ASH)| : 1.0 g
DR023|food_name|Sunset hibiscus, big, fresh
DR023|food_group|Vegetables
DR023|food_type|Raw
DR023|base_weight|100 g
DR023|base_weight_edible|Edible weight 65 %
DR023|Air (Water)| : 84.0 g
DR023|Energi (Energy)| : 58 Kal
DR023|Protein (Protein)| : 2.9 g
DR023|Lemak (Fat)| : 0.7 g
DR023|Karbohidrat (CHO)| : 10.0 g
DR023|Serat (Fibre)| : 3.3 g
DR023|Abu (ASH)| : 2.4 g
DR023|Kalsium (Ca)| : 440 mg
DR023|Fosfor (P)| : 100 mg
DR023|Besi (Fe)| : 1.9 mg
DR023|Natrium (Na)| : 30 mg
DR023|Kalium (K)| : 40.0 mg
DR023|Tembaga (Cu)| : 0.20 mg
DR023|Seng (Zn)| : 2.1 mg
DR023|Beta-Karoten (Carotenes)| : 596 mcg
DR023|Thiamin (Vit. B1)| : 0.40 mg
DR023|Riboflavin (Vit. B2)| : 0.50 mg
DR023|Niasin (Niacin)| : 2.8 mg
DR023|Vitamin C (Vit. C)| : 11 mg
DR024|food_name|Sunset hibiscus, small, fresh
DR024|food_group|Vegetables
DR024|food_type|Raw
DR024|base_weight|100 g
DR024|base_weight_edible|Edible weight 65 %
DR024|Air (Water)| : 83.7 g
DR024|Energi (Energy)| : 61 Kal
DR024|Protein (Protein)| : 3.2 g
DR024|Lemak (Fat)| : 0.7 g
DR024|Karbohidrat (CHO)| : 10.4 g
DR024|Serat (Fibre)| : 3.4 g
DR024|Abu (ASH)| : 2.0 g
DR024|Kalsium (Ca)| : 420 mg
DR024|Fosfor (P)| : 70 mg
DR024|Besi (Fe)| : 1.7 mg
DR024|Natrium (Na)| : 20 mg
DR024|Kalium (K)| : 50.0 mg
DR024|Tembaga (Cu)| : 0.10 mg
DR024|Seng (Zn)| : 1.4 mg
DR024|Beta-Karoten (Carotenes)| : 607 mcg
DR024|Thiamin (Vit. B1)| : 0.40 mg
DR024|Riboflavin (Vit. B2)| : 0.30 mg
DR024|Niasin (Niacin)| : 2.9 mg
DR024|Vitamin C (Vit. C)| : 11 mg
AP109|food_name|Suwir-suwir
AP109|food_group|Cereals
AP109|food_type|Processed/Products
AP109|base_weight|100 g
AP109|base_weight_edible|Edible weight 100 %
AP109|Air (Water)| : 13.4 g
AP109|Energi (Energy)| : 347 Kal
AP109|Protein (Protein)| : 0.5 g
AP109|Lemak (Fat)| : 0.9 g
AP109|Karbohidrat (CHO)| : 84.2 g
AP109|Serat (Fibre)| : 0.8 g
AP109|Abu (ASH)| : 1.0 g
AP109|Kalsium (Ca)| : 42 mg
AP109|Fosfor (P)| : 40 mg
AP109|Besi (Fe)| : 4.3 mg
AP109|Retinol (Vit. A)| : 1 mcg
AP109|Karoten Total (Re)| : 240 mcg
AP109|Thiamin (Vit. B1)| : 0.13 mg
AP109|Niasin (Niacin)| : 0.9 mg
AP109|Vitamin C (Vit. C)| : 0 mg
MP001|food_name|Sweet chocolate, bar
MP001|food_group|Convectionery
MP001|food_type|Processed/Products
MP001|base_weight|100 g
MP001|base_weight_edible|Edible weight 100 %
MP001|Air (Water)| : 1.4 g
MP001|Energi (Energy)| : 527 Kal
MP001|Protein (Protein)| : 2.0 g
MP001|Lemak (Fat)| : 29.8 g
MP001|Karbohidrat (CHO)| : 62.7 g
MP001|Serat (Fibre)| : 6.5 g
MP001|Abu (ASH)| : 4.1 g
MP001|Kalsium (Ca)| : 63 mg
MP001|Fosfor (P)| : 287 mg
MP001|Besi (Fe)| : 2.8 mg
MP001|Natrium (Na)| : 6 mg
MP001|Kalium (K)| : 499.5 mg
MP001|Tembaga (Cu)| : 0.00 mg
MP001|Seng (Zn)| : 0.0 mg
MP001|Karoten Total (Re)| : 30 mcg
MP001|Thiamin (Vit. B1)| : 0.03 mg
MP001|Riboflavin (Vit. B2)| : 0.02 mg
MP001|Niasin (Niacin)| : 0.0 mg
MP001|Vitamin C (Vit. C)| : 0 mg
DP005|food_name|Sweet leaves, boiled
DP005|food_group|Vegetables
DP005|food_type|Processed/Products
DP005|base_weight|100 g
DP005|base_weight_edible|Edible weight 100 %
DP005|Air (Water)| : 83.3 g
DP005|Energi (Energy)| : 53 Kal
DP005|Protein (Protein)| : 5.3 g
DP005|Lemak (Fat)| : 0.9 g
DP005|Karbohidrat (CHO)| : 9.1 g
DP005|Serat (Fibre)| : 1.2 g
DP005|Abu (ASH)| : 1.4 g
DP005|Kalsium (Ca)| : 185 mg
DP005|Fosfor (P)| : 102 mg
DP005|Besi (Fe)| : 3.1 mg
DP005|Natrium (Na)| : 16 mg
DP005|Kalium (K)| : 291.3 mg
DP005|Tembaga (Cu)| : 0.30 mg
DP005|Seng (Zn)| : 1.3 mg
DP005|Retinol (Vit. A)| : 0 mcg
DP005|Beta-Karoten (Carotenes)| : 11,131 mcg
DP005|Karoten Total (Re)| : 9,000 mcg
DP005|Thiamin (Vit. B1)| : 0.00 mg
DP005|Riboflavin (Vit. B2)| : 0.30 mg
DP005|Niasin (Niacin)| : 2.2 mg
DP005|Vitamin C (Vit. C)| : 66 mg
DR035|food_name|Sweet leaves, fresh
DR035|food_group|Vegetables
DR035|food_type|Raw
DR035|base_weight|100 g
DR035|base_weight_edible|Edible weight 40 %
DR035|Air (Water)| : 81.0 g
DR035|Energi (Energy)| : 59 Kal
DR035|Protein (Protein)| : 6.4 g
DR035|Lemak (Fat)| : 1.0 g
DR035|Karbohidrat (CHO)| : 9.9 g
DR035|Serat (Fibre)| : 1.5 g
DR035|Abu (ASH)| : 1.7 g
DR035|Kalsium (Ca)| : 233 mg
DR035|Fosfor (P)| : 98 mg
DR035|Besi (Fe)| : 3.5 mg
DR035|Natrium (Na)| : 21 mg
DR035|Kalium (K)| : 478.8 mg
DR035|Tembaga (Cu)| : 0.30 mg
DR035|Seng (Zn)| : 1.3 mg
DR035|Beta-Karoten (Carotenes)| : 9,152 mcg
DR035|Karoten Total (Re)| : 10,020 mcg
DR035|Thiamin (Vit. B1)| : 0.00 mg
DR035|Riboflavin (Vit. B2)| : 0.31 mg
DR035|Niasin (Niacin)| : 2.3 mg
DR035|Vitamin C (Vit. C)| : 164 mg
ER039|food_name|Sweet orange, fresh
ER039|food_group|Fruits
ER039|food_type|Raw
ER039|base_weight|100 g
ER039|base_weight_edible|Edible weight 72 %
ER039|Air (Water)| : 87.2 g
ER039|Energi (Energy)| : 45 Kal
ER039|Protein (Protein)| : 0.9 g
ER039|Lemak (Fat)| : 0.2 g
ER039|Karbohidrat (CHO)| : 11.2 g
ER039|Serat (Fibre)| : 1.4 g
ER039|Abu (ASH)| : 0.5 g
ER039|Kalsium (Ca)| : 33 mg
ER039|Fosfor (P)| : 23 mg
ER039|Besi (Fe)| : 0.4 mg
ER039|Natrium (Na)| : 4 mg
ER039|Kalium (K)| : 472.1 mg
ER039|Tembaga (Cu)| : 160.00 mg
ER039|Seng (Zn)| : 0.2 mg
ER039|Beta-Karoten (Carotenes)| : 0 mcg
ER039|Karoten Total (Re)| : 190 mcg
ER039|Thiamin (Vit. B1)| : 0.08 mg
ER039|Riboflavin (Vit. B2)| : 0.03 mg
ER039|Niasin (Niacin)| : 0.2 mg
ER039|Vitamin C (Vit. C)| : 49 mg
BP039|food_name|Sweet potato, chips
BP039|food_group|Starchy Roots & Tubers
BP039|food_type|Processed/Products
BP039|base_weight|100 g
BP039|base_weight_edible|Edible weight 100 %
BP039|Air (Water)| : 6.0 g
BP039|Energi (Energy)| : 486 Kal
BP039|Protein (Protein)| : 0.2 g
BP039|Lemak (Fat)| : 23.9 g
BP039|Karbohidrat (CHO)| : 67.6 g
BP039|Serat (Fibre)| : 14.3 g
BP039|Abu (ASH)| : 2.3 g
BP039|Kalsium (Ca)| : 68 mg
BP039|Fosfor (P)| : 92 mg
BP039|Besi (Fe)| : 0.9 mg
BP039|Natrium (Na)| : 52 mg
BP039|Kalium (K)| : 2.0 mg
BP039|Tembaga (Cu)| : 0.70 mg
BP039|Seng (Zn)| : 2.3 mg
BP039|Retinol (Vit. A)| : 0 mcg
BP039|Beta-Karoten (Carotenes)| : 920 mcg
BP039|Thiamin (Vit. B1)| : 0.10 mg
BP039|Riboflavin (Vit. B2)| : 0.10 mg
BP039|Niasin (Niacin)| : 0.5 mg
BP039|Vitamin C (Vit. C)| : 0 mg
BP075|food_name|Sweet potato, Cilembu
BP075|food_group|Starchy Roots & Tubers
BP075|food_type|Processed/Products
BP075|base_weight|100 g
BP075|base_weight_edible|Edible weight 90 %
BP075|Air (Water)| : 52.7 g
BP075|Energi (Energy)| : 186 Kal
BP075|Protein (Protein)| : 1.9 g
BP075|Lemak (Fat)| : 0.2 g
BP075|Karbohidrat (CHO)| : 44.3 g
BP075|Serat (Fibre)| : 3.4 g
BP075|Abu (ASH)| : 0.9 g
BP075|Kalsium (Ca)| : 37 mg
BP075|Fosfor (P)| : 51 mg
BP075|Besi (Fe)| : 0.6 mg
BP075|Natrium (Na)| : 1 mg
BP075|Kalium (K)| : 61.9 mg
BP075|Tembaga (Cu)| : 0.10 mg
BP075|Seng (Zn)| : 0.2 mg
BP075|Beta-Karoten (Carotenes)| : 26 mcg
BP075|Karoten Total (Re)| : 0 mcg
BP075|Thiamin (Vit. B1)| : 0.02 mg
BP075|Riboflavin (Vit. B2)| : 0.20 mg
BP075|Niasin (Niacin)| : 0.0 mg
BP075|Vitamin C (Vit. C)| : 0 mg
BR029|food_name|Sweet potato, fresh
BR029|food_group|Starchy Roots & Tubers
BR029|food_type|Raw
BR029|base_weight|100 g
BR029|base_weight_edible|Edible weight 85 %
BR029|Air (Water)| : 78.4 g
BR029|Energi (Energy)| : 83 Kal
BR029|Protein (Protein)| : 1.5 g
BR029|Lemak (Fat)| : 0.2 g
BR029|Karbohidrat (CHO)| : 18.8 g
BR029|Serat (Fibre)| : 0.6 g
BR029|Abu (ASH)| : 1.1 g
BR029|Kalsium (Ca)| : 27 mg
BR029|Fosfor (P)| : 162 mg
BR029|Besi (Fe)| : 2.1 mg
BR029|Natrium (Na)| : 52 mg
BR029|Kalium (K)| : 320.7 mg
BR029|Tembaga (Cu)| : 0.10 mg
BR029|Seng (Zn)| : 0.3 mg
BR029|Retinol (Vit. A)| : 0 mcg
BR029|Beta-Karoten (Carotenes)| : 0 mcg
BR029|Karoten Total (Re)| : 0 mcg
BR029|Thiamin (Vit. B1)| : 0.02 mg
BR029|Riboflavin (Vit. B2)| : 0.00 mg
BR029|Niasin (Niacin)| : 0.4 mg
BR029|Vitamin C (Vit. C)| : 0 mg
BP072|food_name|Sweet potato, purple, flour
BP072|food_group|Starchy Roots & Tubers
BP072|food_type|Processed/Products
BP072|base_weight|100 g
BP072|base_weight_edible|Edible weight 100 %
BP072|Air (Water)| : 9.4 g
BP072|Energi (Energy)| : 354 Kal
BP072|Protein (Protein)| : 2.8 g
BP072|Lemak (Fat)| : 0.6 g
BP072|Karbohidrat (CHO)| : 84.4 g
BP072|Serat (Fibre)| : 12.9 g
BP072|Abu (ASH)| : 2.8 g
BP072|Kalsium (Ca)| : 89 mg
BP072|Fosfor (P)| : 125 mg
BP072|Besi (Fe)| : 3.9 mg
BP072|Natrium (Na)| : 42 mg
BP072|Kalium (K)| : 940.0 mg
BP072|Tembaga (Cu)| : 0.80 mg
BP072|Seng (Zn)| : 0.6 mg
BP072|Beta-Karoten (Carotenes)| : 0 mcg
BP072|Karoten Total (Re)| : 0 mcg
BP072|Thiamin (Vit. B1)| : 0.40 mg
BP072|Riboflavin (Vit. B2)| : 0.02 mg
BP072|Niasin (Niacin)| : 0.0 mg
BP072|Vitamin C (Vit. C)| : 0 mg
BR030|food_name|Sweet potato, red, fresh
BR030|food_group|Starchy Roots & Tubers
BR030|food_type|Raw
BR030|base_weight|100 g
BR030|base_weight_edible|Edible weight 86 %
BR030|Air (Water)| : 61.9 g
BR030|Energi (Energy)| : 151 Kal
BR030|Protein (Protein)| : 1.6 g
BR030|Lemak (Fat)| : 0.3 g
BR030|Karbohidrat (CHO)| : 35.4 g
BR030|Serat (Fibre)| : 0.7 g
BR030|Abu (ASH)| : 0.6 g
BR030|Kalsium (Ca)| : 29 mg
BR030|Fosfor (P)| : 74 mg
BR030|Besi (Fe)| : 0.7 mg
BR030|Natrium (Na)| : 92 mg
BR030|Kalium (K)| : 565.6 mg
BR030|Tembaga (Cu)| : 0.30 mg
BR030|Seng (Zn)| : 0.5 mg
BR030|Retinol (Vit. A)| : 0 mcg
BR030|Beta-Karoten (Carotenes)| : 0 mcg
BR030|Karoten Total (Re)| : 1,208 mcg
BR030|Thiamin (Vit. B1)| : 0.13 mg
BR030|Riboflavin (Vit. B2)| : 0.08 mg
BR030|Niasin (Niacin)| : 0.7 mg
BR030|Vitamin C (Vit. C)| : 11 mg
BR031|food_name|Sweet potato, white, fresh
BR031|food_group|Starchy Roots & Tubers
BR031|food_type|Raw
BR031|base_weight|100 g
BR031|base_weight_edible|Edible weight 86 %
BR031|Air (Water)| : 77.8 g
BR031|Energi (Energy)| : 88 Kal
BR031|Protein (Protein)| : 0.4 g
BR031|Lemak (Fat)| : 0.4 g
BR031|Karbohidrat (CHO)| : 20.6 g
BR031|Serat (Fibre)| : 4.0 g
BR031|Abu (ASH)| : 0.8 g
BR031|Kalsium (Ca)| : 30 mg
BR031|Fosfor (P)| : 10 mg
BR031|Besi (Fe)| : 0.5 mg
BR031|Natrium (Na)| : 2 mg
BR031|Kalium (K)| : 4.0 mg
BR031|Tembaga (Cu)| : 0.10 mg
BR031|Seng (Zn)| : 0.2 mg
BR031|Retinol (Vit. A)| : 0 mcg
BR031|Beta-Karoten (Carotenes)| : 13 mcg
BR031|Karoten Total (Re)| : 264 mcg
BR031|Thiamin (Vit. B1)| : 0.25 mg
BR031|Riboflavin (Vit. B2)| : 0.06 mg
BR031|Niasin (Niacin)| : 0.5 mg
BR031|Vitamin C (Vit. C)| : 36 mg
BR028|food_name|Sweet potato, yellow, fresh
BR028|food_group|Starchy Roots & Tubers
BR028|food_type|Raw
BR028|base_weight|100 g
BR028|base_weight_edible|Edible weight 85 %
BR028|Air (Water)| : 72.6 g
BR028|Energi (Energy)| : 119 Kal
BR028|Protein (Protein)| : 0.5 g
BR028|Lemak (Fat)| : 0.4 g
BR028|Karbohidrat (CHO)| : 25.1 g
BR028|Serat (Fibre)| : 4.2 g
BR028|Abu (ASH)| : 1.0 g
BR028|Kalsium (Ca)| : 30 mg
BR028|Fosfor (P)| : 40 mg
BR028|Besi (Fe)| : 0.4 mg
BR028|Natrium (Na)| : 3 mg
BR028|Kalium (K)| : 1.0 mg
BR028|Tembaga (Cu)| : 0.10 mg
BR028|Seng (Zn)| : 0.2 mg
BR028|Retinol (Vit. A)| : 0 mcg
BR028|Beta-Karoten (Carotenes)| : 794 mcg
BR028|Karoten Total (Re)| : 4,948 mcg
BR028|Thiamin (Vit. B1)| : 0.06 mg
BR028|Riboflavin (Vit. B2)| : 0.07 mg
BR028|Niasin (Niacin)| : 0.7 mg
BR028|Vitamin C (Vit. C)| : 21 mg
BP011|food_name|Sweet potato, yellow, steamed
BP011|food_group|Starchy Roots & Tubers
BP011|food_type|Processed/Products
BP011|base_weight|100 g
BP011|base_weight_edible|Edible weight 100 %
BP011|Air (Water)| : 74.2 g
BP011|Energi (Energy)| : 100 Kal
BP011|Protein (Protein)| : 0.7 g
BP011|Lemak (Fat)| : 0.3 g
BP011|Karbohidrat (CHO)| : 23.8 g
BP011|Serat (Fibre)| : 1.0 g
BP011|Abu (ASH)| : 1.0 g
BP011|Kalsium (Ca)| : 44 mg
BP011|Fosfor (P)| : 46 mg
BP011|Besi (Fe)| : 0.4 mg
BP011|Natrium (Na)| : 3 mg
BP011|Kalium (K)| : 0.8 mg
BP011|Tembaga (Cu)| : 0.10 mg
BP011|Seng (Zn)| : 0.2 mg
BP011|Retinol (Vit. A)| : 0 mcg
BP011|Beta-Karoten (Carotenes)| : 819 mcg
BP011|Karoten Total (Re)| : 4,427 mcg
BP011|Thiamin (Vit. B1)| : 0.00 mg
BP011|Riboflavin (Vit. B2)| : 0.10 mg
BP011|Niasin (Niacin)| : 0.6 mg
BP011|Vitamin C (Vit. C)| : 16 mg
BP059|food_name|Sweet sago
BP059|food_group|Starchy Roots & Tubers
BP059|food_type|Processed/Products
BP059|base_weight|100 g
BP059|base_weight_edible|Edible weight 100 %
BP059|Air (Water)| : 32.6 g
BP059|Energi (Energy)| : 287 Kal
BP059|Protein (Protein)| : 0.5 g
BP059|Lemak (Fat)| : 3.9 g
BP059|Karbohidrat (CHO)| : 62.4 g
BP059|Abu (ASH)| : 0.6 g
BP059|Kalsium (Ca)| : 8 mg
BP059|Fosfor (P)| : 17 mg
BP059|Besi (Fe)| : 0.7 mg
BP059|Natrium (Na)| : 34 mg
BP059|Kalium (K)| : 42.0 mg
BP059|Tembaga (Cu)| : 0.10 mg
BP059|Seng (Zn)| : 0.2 mg
BP059|Retinol (Vit. A)| : 0 mcg
BP059|Beta-Karoten (Carotenes)| : 0 mcg
BP059|Karoten Total (Re)| : 0 mcg
BP059|Vitamin C (Vit. C)| : 0 mg
GP068|food_name|Sweet sour gourami, dish
GP068|food_group|Fish and Other Seafood
GP068|food_type|Processed/Products
GP068|base_weight|100 g
GP068|base_weight_edible|Edible weight -
GP068|Air (Water)| : 63.1 g
GP068|Energi (Energy)| : 192 Kal
GP068|Protein (Protein)| : 12.7 g
GP068|Lemak (Fat)| : 10.1 g
GP068|Karbohidrat (CHO)| : 12.7 g
GP068|Serat (Fibre)| : 0.0 g
GP068|Abu (ASH)| : 2.4 g
GP068|Kalsium (Ca)| : 283 mg
GP068|Fosfor (P)| : 169 mg
GP068|Besi (Fe)| : 1.1 mg
GP068|Retinol (Vit. A)| : 19 mcg
GP068|Karoten Total (Re)| : 1,440 mcg
GP068|Thiamin (Vit. B1)| : 0.10 mg
GP068|Vitamin C (Vit. C)| : 0 mg
NP005|food_name|Sweet soy sauce
NP005|food_group|Herbs and Spices
NP005|food_type|Processed/Products
NP005|base_weight|100 g
NP005|base_weight_edible|Edible weight 100 %
NP005|Air (Water)| : 63.0 g
NP005|Energi (Energy)| : 71 Kal
NP005|Protein (Protein)| : 5.7 g
NP005|Lemak (Fat)| : 1.3 g
NP005|Karbohidrat (CHO)| : 9.0 g
NP005|Serat (Fibre)| : 0.0 g
NP005|Abu (ASH)| : 21.0 g
NP005|Kalsium (Ca)| : 123 mg
NP005|Fosfor (P)| : 96 mg
NP005|Besi (Fe)| : 5.7 mg
NP005|Natrium (Na)| : 1,114 mg
NP005|Tembaga (Cu)| : 0.04 mg
NP005|Retinol (Vit. A)| : 0 mcg
NP005|Thiamin (Vit. B1)| : 0.00 mg
NP005|Vitamin C (Vit. C)| : 0 mg
JP007|food_name|Sweetened condensed milk
JP007|food_group|Milk and Dairy Products
JP007|food_type|Processed/Products
JP007|base_weight|100 g
JP007|base_weight_edible|Edible weight 100 %
JP007|Air (Water)| : 25.0 g
JP007|Energi (Energy)| : 343 Kal
JP007|Protein (Protein)| : 8.2 g
JP007|Lemak (Fat)| : 10.0 g
JP007|Karbohidrat (CHO)| : 55.0 g
JP007|Serat (Fibre)| : 0.0 g
JP007|Abu (ASH)| : 1.8 g
JP007|Kalsium (Ca)| : 275 mg
JP007|Fosfor (P)| : 209 mg
JP007|Besi (Fe)| : 0.2 mg
JP007|Natrium (Na)| : 150 mg
JP007|Kalium (K)| : 320.0 mg
JP007|Tembaga (Cu)| : 0.02 mg
JP007|Seng (Zn)| : 1.0 mg
JP007|Retinol (Vit. A)| : 155 mcg
JP007|Beta-Karoten (Carotenes)| : 46 mcg
JP007|Thiamin (Vit. B1)| : 0.05 mg
JP007|Riboflavin (Vit. B2)| : 0.43 mg
JP007|Niasin (Niacin)| : 0.4 mg
JP007|Vitamin C (Vit. C)| : 1 mg
MP014|food_name|Syrup
MP014|food_group|Convectionery
MP014|food_type|Processed/Products
MP014|base_weight|100 g
MP014|base_weight_edible|Edible weight 100 %
MP014|Air (Water)| : 44.0 g
MP014|Energi (Energy)| : 213 Kal
MP014|Protein (Protein)| : 0.0 g
MP014|Lemak (Fat)| : 0.0 g
MP014|Karbohidrat (CHO)| : 55.0 g
MP014|Serat (Fibre)| : 0.0 g
MP014|Abu (ASH)| : 1.0 g
MP014|Kalsium (Ca)| : 0 mg
MP014|Fosfor (P)| : 0 mg
MP014|Besi (Fe)| : 0.0 mg
MP014|Natrium (Na)| : 3 mg
MP014|Kalium (K)| : 4.2 mg
